호선,구분,역명,역번,05:30~,06:00~,06:30~,07:00~,07:30~,08:00~,08:30~,09:00~,09:30~,10:00~,10:30~,11:00~,11:30~,12:00~,12:30~,13:00~,13:30~,14:00~,14:30~,15:00~,15:30~,16:00~,16:30~,17:00~,17:30~,18:00~,18:30~,19:00~,19:30~,20:00~,20:30~,21:00~,21:30~,22:00~,22:30~,23:00~,23:30~,24:00~,24:30~
7,상선,상동,2758,25,27,39,67,87,118,85,73,39,30,31,30,28,30,29,27,27,25,23,23,24,29,29,38,29,35,36,32,17,14,18,15,18,23,16,14,8,9,1
7,상선,삼산체육관,2759,24,33,57,80,111,81,70,37,28,29,27,27,28,27,26,26,24,21,21,22,26,25,35,27,33,36,31,17,12,17,13,15,16,12,11,7,9,1,0
7,상선,굴포천,2760,19,21,29,50,71,102,75,63,34,26,26,25,24,26,25,24,24,22,20,20,21,25,27,35,27,33,35,31,17,12,17,14,15,16,12,12,7,10,1
7,상선,부평구청,2761,12,18,23,40,56,82,64,48,25,22,22,21,22,22,21,21,21,19,17,18,20,23,24,32,26,32,34,32,14,12,13,16,14,15,10,11,6,1,0
7,하선,장암,2711,4,6,12,15,10,6,4,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0
7,하선,도봉산,2712,11,11,15,17,21,26,23,22,17,13,11,10,10,9,10,11,10,9,9,9,10,12,12,12,11,10,10,8,7,6,6,6,6,5,6,3,4,2,0
7,하선,수락산,2713,18,16,21,26,29,36,32,30,24,18,16,14,14,14,15,15,14,13,12,13,13,16,16,17,14,14,12,11,8,7,8,7,7,6,7,5,4,2,0
7,하선,마들,2714,24,23,28,36,40,48,41,40,32,24,20,18,18,18,18,18,17,16,14,16,15,18,18,19,15,16,13,12,9,8,8,8,8,7,8,5,5,1,3
7,하선,노원,2715,29,31,40,45,59,46,47,37,29,24,23,23,24,25,25,23,22,20,22,23,26,27,28,23,24,21,20,16,16,17,17,17,20,19,15,11,4,7,0
7,하선,중계,2716,35,32,38,51,54,70,53,55,43,36,28,27,26,28,27,30,27,24,23,24,24,28,30,31,26,26,23,20,16,17,18,17,20,22,20,16,12,8,7
7,하선,하계,2717,46,36,47,63,66,83,63,62,53,42,33,32,30,32,31,33,29,27,26,28,27,33,35,37,30,30,25,22,18,18,20,20,22,26,22,17,12,8,7
7,하선,공릉,2718,50,40,49,69,70,88,69,67,56,44,35,34,39,35,33,35,30,29,28,30,29,36,38,48,37,32,27,23,18,19,20,22,24,28,25,19,13,8,7
7,하선,태릉입구,2719,36,39,47,66,68,84,66,66,53,42,33,33,35,34,31,33,29,29,28,31,29,36,40,47,39,35,31,26,22,20,22,22,25,27,26,22,13,8,8
7,하선,먹골,2720,41,43,47,70,73,91,72,70,60,46,38,34,37,34,34,34,31,30,29,30,30,35,38,51,38,36,31,26,21,20,21,23,24,27,25,21,13,8,7
7,하선,중화,2721,47,46,51,76,77,97,75,75,63,49,40,36,39,36,35,36,32,31,30,31,30,36,39,52,39,37,31,26,21,19,22,23,24,27,25,21,13,7,6
7,하선,상봉,2722,50,58,85,90,109,89,87,72,55,44,39,41,39,37,39,33,33,31,32,32,38,41,54,42,39,33,28,23,19,22,23,24,26,24,21,13,7,5,0
7,하선,면목,2723,56,64,88,101,121,97,96,78,61,48,42,41,41,40,40,36,35,33,33,34,36,43,52,45,39,33,28,23,19,22,24,24,27,23,20,13,6,6,0
7,하선,사가정,2724,76,61,67,96,109,127,103,102,83,64,50,44,43,43,42,42,37,36,33,34,34,37,43,53,45,39,34,28,25,19,21,23,23,25,23,20,12,9,6
7,하선,용마산,2725,80,64,70,102,113,131,110,105,89,66,51,45,44,44,42,43,38,37,34,35,34,37,44,53,46,40,35,28,25,19,21,23,23,25,22,19,12,9,6
7,하선,중곡,2726,86,67,71,98,122,133,120,110,94,70,53,48,46,46,44,46,40,38,35,36,36,40,46,56,48,41,37,28,25,19,21,24,24,25,22,19,11,9,5
7,하선,군자,2727,78,62,66,95,119,129,121,112,102,76,56,49,47,47,45,46,41,37,38,35,36,38,44,52,50,45,40,29,26,19,19,24,24,25,22,19,11,8,4
7,하선,어린이대공원,2728,65,67,96,120,130,117,107,103,67,53,48,43,47,44,44,41,38,39,39,38,42,48,57,56,49,42,31,27,21,22,27,28,29,25,22,13,8,4,0
7,하선,건대입구,2729,42,53,57,75,105,106,103,92,89,56,44,40,35,38,36,36,34,32,33,34,34,37,42,51,49,46,39,30,26,22,23,30,31,34,30,29,18,10,2
7,하선,뚝섬유원지,2730,46,55,59,78,107,107,108,95,96,60,47,40,37,37,37,36,35,32,33,34,34,35,41,48,50,45,40,29,27,22,22,30,30,33,29,28,17,9,3
7,하선,청담,2731,29,50,54,68,92,93,93,77,84,55,44,39,36,36,37,36,34,33,33,35,34,37,43,51,56,52,47,37,32,25,25,32,34,39,32,29,20,9,6
7,하선,강남구청,2732,24,40,42,53,74,71,68,55,66,49,38,35,33,32,33,34,32,31,32,35,35,37,43,51,57,62,56,45,38,31,30,38,39,45,37,32,22,9,11
7,하선,학동,2733,23,38,37,47,64,59,49,42,50,41,33,32,31,31,32,33,31,31,32,36,36,39,45,56,61,78,71,55,45,36,34,44,46,54,44,36,24,10,11
7,하선,논현,2734,13,38,33,41,55,51,38,31,38,35,29,30,29,31,31,32,29,31,32,37,36,40,45,58,63,86,76,60,50,41,37,50,51,61,50,44,30,11,12
7,하선,반포,2735,13,36,32,41,55,50,37,30,36,34,29,30,29,30,30,32,29,31,32,37,36,41,46,59,64,87,78,61,50,42,38,51,53,62,53,44,34,12,12
7,하선,고속터미널,2736,14,27,26,33,46,45,33,25,31,33,27,27,30,28,32,33,31,32,36,42,45,46,55,68,79,95,102,80,70,59,54,71,76,82,73,60,42,15,15
7,하선,내방,2737,10,26,26,32,45,43,26,22,27,31,25,26,29,27,31,32,30,32,36,41,44,47,55,69,80,103,106,82,71,60,55,70,77,83,74,60,41,15,14
7,하선,총신대입구,2738,10,22,21,28,39,40,25,20,24,33,23,23,27,25,27,31,27,30,34,35,41,43,48,59,72,85,98,75,63,53,51,65,73,80,76,58,44,24,17
7,하선,남성,2739,10,22,22,28,42,43,26,20,23,32,22,22,26,24,26,29,26,28,32,33,38,40,45,57,67,80,94,71,60,50,48,58,69,75,70,53,45,21,18
7,하선,숭실대입구,2740,11,19,22,27,42,45,23,18,20,21,20,19,20,22,23,25,24,26,28,31,35,39,43,53,64,71,89,66,56,46,45,55,65,70,65,49,40,19,15
7,하선,상도,2741,12,19,22,29,44,46,24,18,19,18,19,18,18,20,22,23,24,23,26,30,34,36,42,50,61,68,84,63,53,45,43,47,64,67,64,48,37,18,13
7,하선,장승배기,2742,13,19,20,29,46,48,26,18,18,18,18,18,18,20,20,22,23,23,25,29,32,34,40,48,57,65,80,60,49,42,41,44,60,61,62,45,35,16,11
7,하선,신대방삼거리,2743,20,22,30,47,51,27,19,18,18,18,18,18,20,20,22,22,21,23,27,29,31,37,45,54,58,73,54,45,38,36,40,54,55,55,40,35,17,9,0
7,하선,보라매,2744,20,22,30,45,49,29,19,18,17,18,18,17,19,19,21,22,21,23,26,29,30,38,43,52,59,74,53,43,38,36,38,53,54,53,39,33,15,8,0
7,하선,신풍,2745,17,22,24,34,46,54,31,20,19,18,18,18,18,20,20,22,22,21,23,26,28,30,37,42,51,58,70,51,41,36,34,36,47,50,52,38,30,14,6
7,하선,대림,2746,23,25,28,36,52,60,38,22,22,20,21,21,20,23,24,25,27,26,27,31,35,37,45,54,65,74,94,70,54,47,45,44,60,62,69,52,40,18,17
7,하선,남구로,2747,31,28,29,36,53,60,38,21,22,18,21,20,21,22,24,25,27,25,28,29,35,37,42,50,63,84,104,77,57,49,46,46,60,60,66,51,38,18,17
7,하선,가산디지털단지,2748,23,27,33,39,30,12,11,12,14,18,19,19,22,23,26,27,28,29,34,38,45,49,64,86,134,148,106,74,63,59,61,75,74,78,60,54,24,18,0
7,하선,철산,2749,27,22,27,33,41,30,13,10,11,13,16,17,17,20,20,23,23,25,24,29,32,39,41,52,68,111,124,88,63,53,50,53,64,65,63,55,46,20,15
7,하선,광명사거리,2750,20,25,33,35,40,13,9,10,11,13,14,14,16,16,19,19,20,19,23,25,30,33,41,54,87,103,73,52,43,40,42,50,51,51,43,36,15,11,0
7,하선,천왕,2751,24,22,24,34,36,41,13,8,10,10,12,14,13,15,15,18,17,18,18,21,23,28,30,38,50,82,96,70,48,40,38,38,46,47,46,39,33,14,9
7,하선,온수,2752,8,13,11,19,37,41,8,9,7,7,13,9,14,10,16,11,19,12,20,14,25,19,32,26,39,69,76,53,45,38,32,31,38,33,55,36,21,22,11
7,하선,까치울,2753,9,12,15,16,39,92,52,29,29,23,22,22,23,25,27,28,32,30,34,35,41,45,53,41,47,82,147,121,87,64,63,60,69,78,79,69,62,28,22
7,하선,부천종합운동장,2754,13,9,15,17,41,74,53,29,30,22,21,22,23,24,26,27,32,28,34,32,39,41,50,42,45,80,113,118,80,59,57,55,63,71,72,62,57,26,20
7,하선,춘의,2755,12,8,13,15,31,55,44,26,27,21,20,21,23,23,26,26,31,28,32,31,38,40,48,41,47,87,112,115,81,58,56,54,58,64,68,66,52,25,19
7,하선,신중동,2756,13,8,11,14,29,48,43,24,24,18,19,20,21,22,24,24,28,26,30,29,35,38,43,38,43,87,102,108,73,53,51,49,52,58,59,58,45,21,16
7,하선,부천시청,2757,13,8,12,14,28,38,36,21,20,16,17,18,18,20,21,23,24,23,26,26,30,33,38,39,37,57,92,93,62,49,48,44,47,55,52,52,39,15,20
7,하선,상동,2758,12,8,11,15,28,34,30,20,14,14,14,15,15,17,18,20,20,20,22,23,27,30,34,35,32,51,80,78,52,43,43,41,43,56,47,45,33,13,16
7,하선,삼산체육관,2759,9,12,15,30,34,35,21,14,14,13,15,15,16,17,19,19,19,21,22,25,29,32,33,30,47,72,73,50,38,39,37,39,50,42,40,30,12,14,0
7,하선,굴포천,2760,10,9,12,16,31,33,32,21,13,13,12,13,14,15,16,17,17,17,18,19,21,25,27,28,24,39,57,60,39,29,30,28,29,39,32,30,23,9,14
7,하선,부평구청,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,상선,암사,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,상선,천호,2812,3,4,4,3,4,7,8,6,8,6,6,6,7,8,8,8,10,10,10,12,13,16,16,19,22,22,34,29,26,21,20,19,20,22,20,16,14,10,5
8,상선,강동구청,2813,9,17,13,16,24,31,27,24,25,22,20,20,20,22,24,27,27,27,29,34,36,43,47,56,65,79,103,77,62,50,52,51,48,51,49,37,23,21,7
8,상선,몽촌토성,2814,8,17,14,16,28,34,35,25,26,22,20,20,20,22,25,27,28,28,31,36,41,45,50,60,70,81,114,86,66,60,56,58,54,58,57,43,26,25,8
8,상선,잠실,2815,19,14,18,29,40,40,28,30,24,22,22,23,24,28,29,30,30,33,37,43,46,54,62,69,92,116,80,71,62,55,62,57,59,59,44,28,27,7,0
8,상선,석촌,2816,22,25,30,45,76,99,92,72,64,47,45,43,41,41,45,45,44,43,40,46,50,57,66,80,82,108,111,75,60,48,44,48,46,42,40,27,18,13,3
8,상선,송파,2817,20,26,29,45,74,94,91,70,61,47,43,42,39,39,43,44,41,41,39,45,50,55,64,77,78,104,111,74,58,48,44,48,46,42,36,27,19,9,2
8,상선,가락시장,2818,21,27,31,45,74,96,83,67,57,46,43,42,38,40,42,43,40,41,39,44,49,55,59,73,72,114,102,71,58,47,43,48,46,42,36,26,17,10,2
8,상선,문정,2819,36,28,32,48,82,104,92,71,59,45,40,39,36,37,39,41,37,38,37,40,45,52,56,70,68,107,94,67,49,44,41,45,43,38,31,22,15,9,2
8,상선,장지,2820,37,29,32,49,81,105,107,72,60,41,36,34,31,33,33,37,32,32,30,34,37,42,46,58,52,63,64,51,40,35,32,36,31,31,26,19,14,8,1
8,상선,복정,2821,34,25,25,36,63,87,101,60,53,34,30,29,28,28,29,31,27,27,25,28,31,34,39,48,44,48,55,43,35,29,27,24,27,23,23,17,14,8,1
8,상선,산성,2822,30,22,21,33,52,72,64,46,34,25,21,20,18,21,21,22,18,18,17,19,20,24,26,33,26,29,28,21,17,16,14,14,13,12,10,8,7,5,1
8,상선,남한산성입구,2823,26,19,18,29,46,66,52,40,30,21,19,19,17,19,20,20,17,17,16,19,20,24,26,33,25,28,29,21,17,16,14,15,12,13,11,9,7,5,1
8,상선,단대오거리,2824,11,11,18,28,42,36,26,22,15,14,13,13,14,14,14,14,13,13,15,16,18,20,24,17,22,21,17,15,13,12,13,12,14,10,9,6,6,1,0
8,상선,신흥,2825,10,6,6,9,14,26,22,17,13,11,10,10,9,11,10,10,11,10,10,12,13,15,16,18,14,17,17,14,11,10,10,9,11,12,9,8,5,6,0
8,상선,수진,2826,7,4,4,6,10,21,16,13,10,9,9,9,8,10,9,10,10,9,9,12,12,15,16,17,13,17,18,14,12,11,10,9,11,12,10,8,5,7,0
8,상선,모란,2827,3,3,5,7,17,13,11,9,8,8,7,7,9,8,10,11,10,9,12,13,14,16,15,13,17,18,15,13,12,10,9,12,13,9,8,6,1,0,0
8,하선,암사,2811,13,13,18,29,45,50,31,30,23,17,14,13,11,12,11,12,10,10,9,9,9,9,10,12,12,13,10,8,6,5,5,5,4,4,3,3,2,0,0
8,하선,천호,2812,21,28,36,53,94,118,94,73,57,42,35,31,28,30,31,31,29,27,27,26,28,30,34,38,44,42,39,31,24,20,18,20,20,21,19,16,11,4,5
8,하선,강동구청,2813,25,31,41,57,102,130,96,84,65,47,38,33,31,32,33,33,31,28,28,27,28,30,36,41,49,48,44,32,25,21,19,21,20,21,19,15,11,6,4
8,하선,몽촌토성,2814,25,31,38,57,104,121,112,81,65,49,39,35,32,33,34,35,33,30,30,30,30,32,39,46,51,56,48,34,27,23,21,24,22,23,20,16,12,6,4
8,하선,잠실,2815,38,39,45,81,102,97,69,62,48,39,33,34,36,37,41,40,37,40,40,46,47,52,64,76,76,88,75,60,51,48,52,55,63,53,44,34,15,9,0
8,하선,석촌,2816,24,29,39,45,77,96,99,63,65,47,39,32,33,35,35,40,38,35,37,39,44,45,49,61,73,70,88,71,58,49,44,49,52,60,51,46,32,14,8
8,하선,송파,2817,23,24,35,45,73,94,100,65,69,47,39,32,33,34,36,39,37,36,37,38,43,45,50,62,73,71,87,70,56,48,44,48,51,59,49,44,31,13,13
8,하선,가락시장,2818,19,22,31,38,67,83,94,63,66,45,37,30,31,32,34,36,36,33,34,37,40,43,49,58,70,72,86,70,59,49,43,49,50,57,51,45,31,13,14
8,하선,문정,2819,17,16,22,30,46,59,47,42,47,36,32,25,26,28,30,30,30,28,30,31,36,40,46,51,67,78,86,68,56,47,42,49,49,55,48,42,29,11,13
8,하선,장지,2820,13,14,20,28,41,52,37,34,39,30,29,20,20,20,24,25,25,21,24,26,29,31,38,43,55,68,73,57,46,38,38,47,42,46,42,34,24,11,11
8,하선,복정,2821,7,8,10,13,21,30,23,17,27,18,17,12,13,12,16,17,18,14,16,17,21,22,27,30,38,44,54,44,37,29,29,33,32,34,35,28,21,11,11
8,하선,산성,2822,9,7,10,13,22,28,25,17,26,17,17,12,12,12,15,17,17,13,15,16,18,20,24,27,32,38,46,41,32,26,25,28,28,29,31,26,20,9,10
8,하선,남한산성입구,2823,13,8,11,14,21,27,17,12,13,11,11,11,10,10,12,12,13,11,12,13,14,16,17,21,24,28,31,26,20,17,16,17,18,19,19,16,12,6,6
8,하선,단대오거리,2824,8,10,13,19,24,16,12,11,10,9,10,10,10,10,11,12,10,11,11,12,12,13,15,16,19,19,14,11,9,9,9,10,10,9,8,6,3,3,0
8,하선,신흥,2825,15,9,11,13,18,24,16,12,11,9,9,10,9,9,9,10,10,9,9,10,10,11,11,13,14,16,15,12,8,7,6,7,7,7,6,5,4,2,2
8,하선,수진,2826,18,11,11,15,19,23,15,13,11,10,9,10,9,10,10,10,10,9,9,10,10,11,11,14,13,15,12,9,6,5,5,6,6,5,5,3,3,1,1
8,하선,모란,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
